feature_index,mean_activation,max_activation,activation_density,top_concepts
1411,0.015589648857712746,0.8671875,0.03619909659028053,"[{""concept_label"": ""mathematical_reasoning"", ""score"": 1342773.5, ""mean_inside"": 0.013427734375, ""mean_outside"": 0.0}]"
4988,0.019345659762620926,0.8046875,0.07692307978868484,"[{""concept_label"": ""legal_reasoning"", ""score"": 6.790640354156494, ""mean_inside"": 0.005645751953125, ""mean_outside"": 0.00038691930240020156}]"
3707,0.028806384652853012,0.7578125,0.08144796639680862,"[{""concept_label"": ""mathematical_reasoning"", ""score"": 2490234.5, ""mean_inside"": 0.02490234375, ""mean_outside"": 0.0}]"
4602,0.02712778002023697,0.74609375,0.07692307978868484,"[{""concept_label"": ""factual_recall"", ""score"": 7.880919456481934, ""mean_inside"": 0.007537841796875, ""mean_outside"": 0.0010584513656795025}]"
1574,0.010083228349685669,0.71484375,0.031674209982156754,"[{""concept_label"": ""causal_reasoning"", ""score"": 4.806634426116943, ""mean_inside"": 0.0027923583984375, ""mean_outside"": 0.0003939310845453292}]"
6648,0.015763089060783386,0.59765625,0.05429864302277565,"[{""concept_label"": ""mathematical_reasoning"", ""score"": 1361084.0, ""mean_inside"": 0.01361083984375, ""mean_outside"": 0.0}]"
1382,0.005980893038213253,0.59375,0.018099548295140266,"[{""concept_label"": ""factual_recall"", ""score"": 515747.0625, ""mean_inside"": 0.005157470703125, ""mean_outside"": 0.0}]"
4453,0.008532769978046417,0.5859375,0.031674209982156754,"[{""concept_label"": ""legal_reasoning"", ""score"": 6.089153289794922, ""mean_inside"": 0.00308990478515625, ""mean_outside"": 8.446829451713711e-05}]"
1231,0.00456907507032156,0.44140625,0.013574660755693913,"[{""concept_label"": ""sentiment"", ""score"": 2.2134172916412354, ""mean_inside"": 0.0009860992431640625, ""mean_outside"": 0.0}]"
4854,0.009650735184550285,0.43359375,0.027149321511387825,"[{""concept_label"": ""bias_sensitive"", ""score"": 3.260589122772217, ""mean_inside"": 0.0014190673828125, ""mean_outside"": 0.00022125244140625}]"
2871,0.011979461647570133,0.33984375,0.04977375641465187,"[{""concept_label"": ""bias_sensitive"", ""score"": 3.712280511856079, ""mean_inside"": 0.0019702911376953125, ""mean_outside"": 0.00020360946655273438}]"
1798,0.002608700655400753,0.3359375,0.031674209982156754,"[{""concept_label"": ""causal_reasoning"", ""score"": 8.001688003540039, ""mean_inside"": 0.001312255859375, ""mean_outside"": 6.265242700465024e-05}]"
2058,0.0030821373220533133,0.296875,0.018099548295140266,"[{""concept_label"": ""factual_recall"", ""score"": 5.721962928771973, ""mean_inside"": 0.00115966796875, ""mean_outside"": 9.994507126975805e-05}]"
83,0.0023243071045726538,0.28125,0.009049774147570133,"[{""concept_label"": ""factual_recall"", ""score"": 6.482566833496094, ""mean_inside"": 0.0010986328125, ""mean_outside"": 6.052653043298051e-05}]"
6064,0.005717972293496132,0.23828125,0.027149321511387825,"[{""concept_label"": ""bias_sensitive"", ""score"": 3.258715867996216, ""mean_inside"": 0.0008335113525390625, ""mean_outside"": 0.000133514404296875}]"
3924,0.0008042279514484107,0.177734375,0.004524887073785067,"[{""concept_label"": ""causal_reasoning"", ""score"": 69427.4921875, ""mean_inside"": 0.00069427490234375, ""mean_outside"": 0.0}]"
6255,0.0007644584402441978,0.1689453125,0.004524887073785067,"[{""concept_label"": ""causal_reasoning"", ""score"": 65994.265625, ""mean_inside"": 0.000659942626953125, ""mean_outside"": 0.0}]"
24,0.0005700297188013792,0.1259765625,0.004524887073785067,"[{""concept_label"": ""causal_reasoning"", ""score"": 49209.59375, ""mean_inside"": 0.000492095947265625, ""mean_outside"": 0.0}]"
